"CD_NOM","LB_NOM","TRIGRAMME"
187414,"Orobanchaceae","Orobanchaceae"
195540,"Orobanche","Orobanche"
111447,"Orobanche alba","Oroalb"
111452,"Orobanche alsatica","Oroals"
111454,"Orobanche amethystea","Oroame"
111464,"Orobanche artemisii-campestris","Oroart"
111474,"Orobanche bartlingii","Orobar"
998968,"Orobanche beauverdii","Orobea"
111494,"Orobanche caryophyllacea","Orocar"
965017,"Orobanche castellana","Orocas"
111497,"Orobanche centaurina","Orocen"
111499,"Orobanche cernua","Orocer"
111517,"Orobanche crenata","Orocre"
443289,"Orobanche cyrnea","Orocyr"
111532,"Orobanche elatior","Oroela"
111539,"Orobanche flava","Orofla"
111545,"Orobanche fuliginosa","Oroful"
111556,"Orobanche gracilis","Orogra"
111560,"Orobanche grenieri","Orogre"
611037,"Orobanche haenseleri","Orohae"
111561,"Orobanche hederae","Orohed"
111585,"Orobanche laserpitii-sileris","Orolas"
788864,"Orobanche leptantha","Orolep"
111600,"Orobanche lutea","Orolut"
717356,"Orobanche lycoctoni","Orolyc"
111608,"Orobanche mayeri","Oromay"
111614,"Orobanche minor","Oromin"
611039,"Orobanche montserratii","Oromon"
1027514,"Orobanche picridis-hieracioidis","Oropic"
111637,"Orobanche pubescens","Oropub"
111647,"Orobanche rapum-genistae","Ororap"
111649,"Orobanche reticulata","Ororet"
111651,"Orobanche rigens","Ororig"
111661,"Orobanche salviae","Orosal"
111664,"Orobanche sanguinea","Orosan"
111665,"Orobanche santolinae","Orosan2"
611038,"Orobanche serbica","Oroser"
810946,"Orobanche staehelinae","Orosta"
111686,"Orobanche teucrii","Oroteu"
995445,"Orobancheae","Orobancheae"
892515,"Orontioideae","Orontioideae"
715598,"Ortegia","Ortegia"
717828,"Ortegia hispanica","Orthis"
195549,"Orthilia","Orthilia"
111771,"Orthilia secunda","Ortsec"
611634,"Orthilia secunda x Pyrola minor","OrtsecxPyrmin"
433776,"Orthodontiaceae","Orthodontiaceae"
195554,"Orthodontium","Orthodontium"
4871,"Orthodontium gracile","Ortgra"
4872,"Orthodontium lineare","Ortlin"
4873,"Orthodontium pellucens","Ortpel"
195556,"Orthothecium","Orthothecium"
6089,"Orthothecium chryseon","Ortchr"
6091,"Orthothecium intricatum","Ortint"
6093,"Orthothecium rufescens","Ortruf"
6094,"Orthothecium strictum","Ortstr"
187152,"Orthotrichaceae","Orthotrichaceae"
187153,"Orthotrichales","OrtDix"
195558,"Orthotrichum","Orthotrichum"
5016,"Orthotrichum alpestre","Ortalp"
5017,"Orthotrichum anomalum","Ortano"
886719,"Orthotrichum bistratosum","Ortbis"
786455,"Orthotrichum columbicum","Ortcol"
1037375,"Orthotrichum comosum","Ortcom"
434283,"Orthotrichum crenulatum","Ortcre"
5020,"Orthotrichum cupulatum","Ortcup"
434604,"Orthotrichum cupulatum var. cupulatum","Ortcupcup"
434605,"Orthotrichum cupulatum var. fuscum","Ortcupfus"
434606,"Orthotrichum cupulatum var. riparium","Ortcuprip"
996097,"Orthotrichum dentatum","Ortden"
5021,"Orthotrichum diaphanum","Ortdia"
434285,"Orthotrichum hispanicum","Orthis2"
434286,"Orthotrichum macrocephalum","Ortmac"
5028,"Orthotrichum pallens","Ortpal"
5029,"Orthotrichum patens","Ortpat"
5030,"Orthotrichum philibertii","Ortphi"
792485,"Orthotrichum pseudostramineum","Ortpse"
5034,"Orthotrichum pulchellum","Ortpul"
5031,"Orthotrichum pumilum","Ortpum"
5035,"Orthotrichum rivulare","Ortriv"
5036,"Orthotrichum rogeri","Ortrog"
5038,"Orthotrichum scanicum","Ortsca"
5039,"Orthotrichum schimperi","Ortsch"
5042,"Orthotrichum sprucei","Ortspr"
5043,"Orthotrichum stellatum","Ortste"
5044,"Orthotrichum stramineum","Ortstr2"
5046,"Orthotrichum tenellum","Ortten"
5047,"Orthotrichum urnigerum","Orturn"
434288,"Orthotrichum vittii","Ortvit"
195564,"Oryza","Oryza"
111793,"Oryza sativa","Orysat"
883713,"Oryza sect. Oryza","Orysec"
883714,"Oryza ser. Oryza","Oryser"
888729,"Oryzeae","Oryzeae"
888730,"Oryzinae","Oryzinae"
888726,"Oryzoideae","Oryzoideae"
195572,"Oscularia","Oscularia"
111801,"Oscularia deltoides","Oscdel"
195573,"Osmanthus","Osmanthus"
111804,"Osmanthus fragrans","Osmfra"
611050,"Osmanthus heterophyllus","Osmhet"
611051,"Osmanthus x burkwoodii","Osmxbur"
195577,"Osmunda","Osmunda"
111815,"Osmunda regalis","Osmreg"
187184,"Osmundaceae","Osmundaceae"
187183,"Osmundales","OsmLin"
354589,"Osmundaria","Osmundaria"
370846,"Osmundaria volubilis","Osmvol"
354588,"Osmundea","Osmundea"
370838,"Osmundea hybrida","Osmhyb"
651093,"Osmundea oederi","Osmoed"
370840,"Osmundea osmunda","Osmosm"
370839,"Osmundea pelagosae","Osmpel"
370844,"Osmundea pinnatifida","Osmpin"
627123,"Osmundea truncata","Osmtru"
370843,"Osmundea verlaquei","Osmver"
195582,"Osteospermum","Osteospermum"
111821,"Osteospermum barberae","Ostbar"
111823,"Osteospermum ecklonis","Osteck"
111824,"Osteospermum fruticosum","Ostfru"
111825,"Osteospermum jucundum","Ostjuc"
522543,"Ostreobiaceae","Ostreobiaceae"
354509,"Ostreobium","Ostreobium"
370681,"Ostreobium quekettii","Ostque"
850978,"Ostreococcus","Ostreococcus"
1021793,"Ostreococcus mediterraneus","Ostmed"
850979,"Ostreococcus tauri","Osttau"
195588,"Osyris","Osyris"
111840,"Osyris alba","Osyalb"
606956,"Othocallis","Othocallis"
983840,"Othocallis amoena","Othamo"
161780,"Othocallis mischtschenkoana","Othmis"
161778,"Othocallis siberica","Othsib"
983835,"Othocallis siberica subsp. siberica","Othsibsib"
919701,"Othonninae","Othonninae"
187315,"Oxalidaceae","Oxalidaceae"
593964,"Oxalidales","OxaBer"
1077264,"Oxalidineae","OxaPil"
1077198,"Oxalidoideae","Oxalidoideae"
195604,"Oxalis","Oxalis"
111859,"Oxalis acetosella","Oxaace"
111863,"Oxalis articulata","Oxaart"
1019488,"Oxalis bowiei","Oxabow"
111876,"Oxalis corniculata","Oxacor"
455754,"Oxalis corniculata subsp. corniculata","Oxacorcor"
138497,"Oxalis corniculata subsp. purpurea","Oxacorpur"
111879,"Oxalis debilis","Oxadeb"
111881,"Oxalis dillenii","Oxadil"
111895,"Oxalis incarnata","Oxainc"
111897,"Oxalis latifolia","Oxalat"
111910,"Oxalis pes-caprae","Oxapes"
111913,"Oxalis purpurea","Oxapur"
111921,"Oxalis stricta","Oxastr"
111924,"Oxalis tetraphylla","Oxatet"
111927,"Oxalis valdiviensis","Oxaval"
1019498,"Oxalis vallicola","Oxaval2"
715617,"Oxybasis","Oxybasis"
717358,"Oxybasis chenopodioides","Oxyche"
717359,"Oxybasis glauca","Oxygla"
717360,"Oxybasis macrosperma","Oxymac"
717361,"Oxybasis rubra","Oxyrub"
718740,"Oxybasis rubra var. intermedia","Oxyrubint"
718741,"Oxybasis rubra var. rubra","Oxyrubrub"
1023098,"Oxybasis sect. Glauca","Oxysec"
1023063,"Oxybasis sect. Oxybasis","Oxysec2"
1023067,"Oxybasis sect. Pseudoblitum","Oxysec3"
1023100,"Oxybasis sect. Urbica","Oxysec4"
717362,"Oxybasis urbica","Oxyurb"
1022679,"Oxybasis x schulzeana","Oxyxsch"
920117,"Oxylobinae","Oxylobinae"
195615,"Oxymitra","Oxymitra"
436534,"Oxymitra incrassata","Oxyinc"
188415,"Oxymitraceae","Oxymitraceae"
846442,"Oxypetalinae","Oxypetalinae"
195627,"Oxyria","Oxyria"
111960,"Oxyria digyna","Oxydig"
433861,"Oxyrrhynchium","Oxyrrhynchium"
434439,"Oxyrrhynchium hians","Oxyhia"
434441,"Oxyrrhynchium schleicheri","Oxysch"
5870,"Oxyrrhynchium speciosum","Oxyspe"
195631,"Oxytropis","Oxytropis"
111972,"Oxytropis amethystea","Oxyame"
111974,"Oxytropis campestris","Oxycam"
138506,"Oxytropis campestris subsp. campestris","Oxycamcam"
111976,"Oxytropis fetida","Oxyfet"
111977,"Oxytropis foucaudii","Oxyfou"
111980,"Oxytropis halleri","Oxyhal"
111981,"Oxytropis helvetica","Oxyhel"
111986,"Oxytropis jacquinii","Oxyjac"
111987,"Oxytropis lapponica","Oxylap"
111992,"Oxytropis neglecta","Oxyneg"
111996,"Oxytropis pilosa","Oxypil"
112002,"Oxytropis x carinthiaca","Oxyxcar"
112003,"Oxytropis x hybridus","Oxyxhyb"
717363,"Oxytropis xerophila","Oxyxer"
932595,"Pachymeniopsis","Pachymeniopsis"
693088,"Pachymeniopsis lanceolata","Paclan"
1008316,"Pachyphorium","Pachyphorium"
1008317,"Pachyphorium pankakoskii","Pacpan"
1008455,"Pachyphorium taxichondriforme","Pactax"
1008456,"Pachyphorium taxichondrum","Pactax2"
195660,"Pachypleurum","Pachypleurum"
112011,"Pachypleurum mutellinoides","Pacmut"
715626,"Pachysandra","Pachysandra"
717364,"Pachysandra terminalis","Pacter"
195673,"Paeonia","Paeonia"
112033,"Paeonia corsica","Paecor"
112038,"Paeonia mascula","Paemas"
138532,"Paeonia mascula subsp. mascula","Paemasmas"
160567,"Paeonia morisii","Paemor"
112042,"Paeonia officinalis","Paeoff"
138535,"Paeonia officinalis subsp. huthii","Paeoffhut"
138536,"Paeonia officinalis subsp. microcarpa","Paeoffmic"
138537,"Paeonia officinalis subsp. officinalis","Paeoffoff"
187291,"Paeoniaceae","Paeoniaceae"
542694,"Palisada","Palisada"
544704,"Palisada patentiramea","Palpat"
544613,"Palisada perforata","Palper"
649107,"Palisada thuyoides","Palthu"
914618,"Paliureae","Paliureae"
939387,"Paliurus","Paliurus"
112061,"Paliurus spina-christi","Palspi2"
195694,"Pallavicinia","Pallavicinia"
719571,"Pallavicinia lyellii","Pallye"
188421,"Pallaviciniaceae","Pallaviciniaceae"
658468,"Pallaviciniales","PalW.F"
195695,"Pallenis","Pallenis"
112064,"Pallenis maritima","Palmar"
112065,"Pallenis spinosa","Palspi"
138539,"Pallenis spinosa subsp. spinosa","Palspispi"
349694,"Palmaria","Palmaria"
72992,"Palmaria palmata","Palpal"
188292,"Palmariaceae","Palmariaceae"
188230,"Palmariales","Pal3"
965901,"Palmella","Palmella"
965902,"Palmella mucosa","Palmuc"
974587,"Palmella uviformis","Paluvi"
965900,"Palmellaceae","Palmellaceae"
522574,"Palmellopsidaceae","Palmellopsidaceae"
964029,"Palmellopsis","Palmellopsis"
964030,"Palmellopsis gelatinosa","Palgel"
74408,"Palmodictyon viride","Palvir"
711255,"Palmophyllaceae","Palmophyllaceae"
711253,"Palmophyllales","Pal"
358362,"Palmophyllum","Palmophyllum"
380782,"Palmophyllum crassum","Palcra"
195705,"Paludella","Paludella"
4968,"Paludella squarrosa","Palsqu"
999288,"Paludicola","Paludicola"
999283,"Paludicola keratophyta","Palker"
1009345,"Paludicola turfosa","Paltur"
195709,"Palustriella","Palustriella"
6096,"Palustriella commutata","Palcom"
6097,"Palustriella decipiens","Paldec"
434393,"Palustriella falcata","Palfal"
951363,"Pancratieae","Pancratieae"
195715,"Pancratium","Pancratium"
112069,"Pancratium illyricum","Panill"
112070,"Pancratium maritimum","Panmar"
195721,"Pandorina","Pandorina"
74411,"Pandorina morum","Panmor"
888755,"Paniceae","Paniceae"
888760,"Panicinae","Panicinae"
888753,"Panicodae","Panicodae"
888746,"Panicoideae","Panicoideae"
195724,"Panicum","Panicum"
112100,"Panicum barbipulvinatum","Panbar"
112111,"Panicum capillare","Pancap"
112130,"Panicum dichotomiflorum","Pandic"
1031429,"Panicum dichotomiflorum subsp. dichotomiflorum","Pandicdic"
159490,"Panicum flexile","Panfle"
112160,"Panicum hillmanii","Panhil"
112195,"Panicum miliaceum","Panmil"
138541,"Panicum miliaceum subsp. agricola","Panmilagr"
138542,"Panicum miliaceum subsp. miliaceum","Panmilmil"
138543,"Panicum miliaceum subsp. ruderale","Panmilrud"
112233,"Panicum repens","Panrep"
112239,"Panicum schinzii","Pansch"
888911,"Panicum sect. Dichotomiflora","Pansec"
888907,"Panicum sect. Panicum","Pansec2"
931843,"Panicum sect. Repentia","Pansec3"
112259,"Panicum virgatum","Panvir"
195739,"Papaver","Papaver"
611042,"Papaver atlanticum","Papatl"
611041,"Papaver bracteatum","Papbra"
112293,"Papaver cambricum","Papcam"
112303,"Papaver dubium","Papdub"
1051704,"Papaver laevigatum","Paplae"
112327,"Papaver lecoqii","Paplec"
112342,"Papaver orientale","Papori"
112347,"Papaver pinnatifidum","Pappin"
112350,"Papaver pseudo-orientale","Pappse"
112355,"Papaver rhoeas","Paprho"
112364,"Papaver somniferum","Papsom"
718264,"Papaver somniferum nothosubsp. authemannii","Papsomaut"
138595,"Papaver somniferum subsp. setigerum","Papsomset"
612534,"Papaver somniferum subsp. somniferum","Papsomsom"
112382,"Papaver x godronii","Papxgod"
112383,"Papaver x hungaricum","Papxhun"
112384,"Papaver x trilobum","Papxtri"
112385,"Papaver x vesianii","Papxves"
187296,"Papaveraceae","Papaveraceae"
454889,"Papilionoideae","Papilionoideae"
597191,"Paracryphiales","ParTak"
195767,"Paradisea","Paradisea"
112391,"Paradisea liliastrum","Parlil"
606960,"Paragymnopteris","Paragymnopteris"
610859,"Paragymnopteris marantae","Parmar3"
612658,"Paragymnopteris marantae subsp. marantae","Parmarmar"
651098,"Paralemanea","Paralemanea"
651099,"Paralemanea annulata","Parann"
651100,"Paralemanea catenata","Parcat2"
651101,"Paralemanea torulosa","Partor"
195782,"Paraleucobryum","Paraleucobryum"
4786,"Paraleucobryum enerve","Parene"
4787,"Paraleucobryum longifolium","Parlon"
4788,"Paraleucobryum sauteri","Parsau"
973692,"Parapholiinae","Parapholiinae"
195796,"Parapholis","Parapholis"
112396,"Parapholis filiformis","Parfil"
112397,"Parapholis incurva","Parinc"
112398,"Parapholis marginata","Parmar"
112399,"Parapholis pycnantha","Parpyc"
112400,"Parapholis strigosa","Parstr"
195812,"Paraserianthes","Paraserianthes"
112401,"Paraserianthes lophantha","Parlop"
984278,"Paraserianthes lophantha subsp. lophantha","Parloplop"
195834,"Parentucellia","Parentucellia"
112404,"Parentucellia latifolia","Parlat"
1052450,"Parideae","Parideae"
195840,"Parietaria","Parietaria"
112410,"Parietaria judaica","Parjud"
112411,"Parietaria lusitanica","Parlus"
138601,"Parietaria lusitanica subsp. lusitanica","Parluslus"
112413,"Parietaria officinalis","Paroff"
992279,"Parietarieae","Parietarieae"
195842,"Paris","Paris"
112421,"Paris quadrifolia","Parqua"
445540,"Parkinsonia","Parkinsonia"
447044,"Parkinsonia aculeata","Paracu"
195853,"Parnassia","Parnassia"
112426,"Parnassia palustris","Parpal"
923153,"Parnassioideae","Parnassioideae"
195857,"Paronychia","Paronychia"
112428,"Paronychia arabica","Parara"
138608,"Paronychia arabica subsp. cossoniana","Pararacos"
112429,"Paronychia argentea","Pararg"
968729,"Paronychia bonariensis","Parbon"
717365,"Paronychia brasiliana","Parbra"
112431,"Paronychia capitata","Parcap"
138611,"Paronychia capitata subsp. capitata","Parcapcap"
717366,"Paronychia desertorum","Pardes"
112439,"Paronychia echinulata","Parech"
112447,"Paronychia kapela","Parkap"
138614,"Paronychia kapela subsp. galloprovincialis","Parkapgal"
138616,"Paronychia kapela subsp. serpyllifolia","Parkapser"
112453,"Paronychia polygonifolia","Parpol"
717367,"Paronychia suffruticosa","Parsuf"
984297,"Paronychia suffruticosa subsp. suffruticosa","Parsufsuf"
1044511,"Paronychieae","Paronychieae"
1049049,"Parrotia","Parrotia"
1049050,"Parrotia persica","Parper"
984150,"Parthenocisseae","Parthenocisseae"
195862,"Parthenocissus","Parthenocissus"
112463,"Parthenocissus inserta","Parins"
112465,"Parthenocissus quinquefolia","Parqui"
112467,"Parthenocissus tricuspidata","Partri"
542695,"Parviphycus","Parviphycus"
811566,"Parviphycus bompardii","Parbom"
888763,"Paspaleae","Paspaleae"
888766,"Paspalinae","Paspalinae"
195870,"Paspalum","Paspalum"
112482,"Paspalum dilatatum","Pasdil"
112483,"Paspalum distichum","Pasdis"
446320,"Paspalum notatum","Pasnot"
621658,"Paspalum paucispicatum","Paspau"
631033,"Paspalum setaceum","Passet"
112515,"Paspalum vaginatum","Pasvag"
1018841,"Paspalum x ligericum","Pasxlig"
195873,"Passiflora","Passiflora"
112536,"Passiflora caerulea","Pascae"
445877,"Passiflora edulis","Pasedu"
886801,"Passiflora sect. Granadillastrum","Passec"
886810,"Passiflora subg. Passiflora","Passub"
886827,"Passiflora supersect. Passiflora","Passup"
886829,"Passiflora supersect. Stipulata","Passup2"
187352,"Passifloraceae","Passifloraceae"
886738,"Passifloreae","Passifloreae"
886741,"Passifloroideae","Passifloroideae"
195875,"Pastinaca","Pastinaca"
611068,"Pastinaca fleischmannii","Pasfle"
611067,"Pastinaca kochii","Paskoc"
612647,"Pastinaca kochii subsp. kochii","Paskockoc"
612648,"Pastinaca kochii subsp. latifolia","Paskoclat"
112550,"Pastinaca sativa","Passat"
138623,"Pastinaca sativa subsp. sativa","Passatsat"
138626,"Pastinaca sativa subsp. urens","Passature"
613556,"Pastinaca sativa var. arvensis","Passatarv"
621718,"Pastinaca sativa var. pratensis","Passatpra"
613557,"Pastinaca sativa var. sativa","Passatsat2"
715563,"Patzkea","Patzkea"
717368,"Patzkea durandoi","Patdur"
718265,"Patzkea durandoi subsp. fontqueri","Patdurfon"
717369,"Patzkea paniculata","Patpan"
718266,"Patzkea paniculata subsp. longiglumis","Patpanlon"
718385,"Patzkea paniculata subsp. paniculata","Patpanpan"
718267,"Patzkea paniculata subsp. spadicea","Patpanspa"
943617,"Paulbroadya","Paulbroadya"
943618,"Paulbroadya petersii","Paupet"
894874,"Paullinieae","Paullinieae"
195881,"Paulownia","Paulownia"
112560,"Paulownia tomentosa","Pautom"
984301,"Paulownia tomentosa var. tomentosa","Pautomtom"
984302,"Paulownia tomentosa var. tsinlingensis","Pautomtsi"
598205,"Paulowniaceae","Paulowniaceae"
195882,"Paulschulzia","Paulschulzia"
653633,"Paulschulzia tenera","Pauten"
942714,"Pectinodesmus","Pectinodesmus"
942715,"Pectinodesmus javanensis","Pecjav"
965478,"Pectinodesmus pectinatus","Pecpec"
965480,"Pectinodesmus pectinatus f. tortuosus","Pecpector"
187411,"Pedaliaceae","Pedaliaceae"
195892,"Pediastrum","Pediastrum"
792333,"Pediastrum acantostephanos","Pedaca"
74422,"Pediastrum angulosum","Pedang"
720133,"Pediastrum aniae","Pedani"
895114,"Pediastrum boryanum var. forcipatum","Pedborfor"
74426,"Pediastrum braunii","Pedbra"
74429,"Pediastrum duplex","Peddup"
74443,"Pediastrum duplex var. asperum","Peddupasp"
653636,"Pediastrum integrum","Pedint"
653637,"Pediastrum obtusum","Pedobt"
895113,"Pediastrum sculptatum","Pedscu"
995457,"Pedicularideae","Pedicularideae"
195895,"Pedicularis","Pedicularis"
112568,"Pedicularis ascendens","Pedasc"
112573,"Pedicularis cenisia","Pedcen"
112574,"Pedicularis comosa","Pedcom"
112577,"Pedicularis foliosa","Pedfol"
997256,"Pedicularis gyroflexa","Pedgyr"
112584,"Pedicularis kerneri","Pedker"
112586,"Pedicularis mixta","Pedmix"
112590,"Pedicularis palustris","Pedpal"
138634,"Pedicularis palustris subsp. palustris","Pedpalpal"
112591,"Pedicularis pyrenaica","Pedpyr"
112592,"Pedicularis recutita","Pedrec"
112595,"Pedicularis rosea","Pedros"
138636,"Pedicularis rosea subsp. allionii","Pedrosall"
159777,"Pedicularis rostratospicata","Pedros2"
112601,"Pedicularis sylvatica","Pedsyl"
138637,"Pedicularis sylvatica subsp. sylvatica","Pedsylsyl"
112602,"Pedicularis tuberosa","Pedtub"
112604,"Pedicularis verticillata","Pedver"
112606,"Pedicularis x affinis","Pedxaff"
112607,"Pedicularis x alpicola","Pedxalp"
112608,"Pedicularis x atrorubens","Pedxatr"
112611,"Pedicularis x bonatii","Pedxbon"
112613,"Pedicularis x delphinata","Pedxdel"
112614,"Pedicularis x faurei","Pedxfau"
112615,"Pedicularis x gillotiana","Pedxgil"
112616,"Pedicularis x huteri","Pedxhut"
112617,"Pedicularis x mantzii","Pedxman"
112618,"Pedicularis x mathonnetii","Pedxmat"
112619,"Pedicularis x monnieri","Pedxmon"
112623,"Pedicularis x rouyana","Pedxrou"
112624,"Pedicularis x verlotii","Pedxver"
112625,"Pedicularis x vulpii","Pedxvul"
352153,"Pedinomonadaceae","Pedinomonadaceae"
351001,"Pedinomonadales","PedMoe2"
974712,"Pedinomonas","Pedinomonas"
974713,"Pedinomonas minor","Pedmin"
1026897,"Pedinomonas symbiotica","Pedsym"
830357,"Pedinophyceae","PedMoe"
195896,"Pedinophyllum","Pedinophyllum"
6466,"Pedinophyllum interruptum","Pedint2"
354506,"Pedobesia","Pedobesia"
627533,"Pedobesia simplex","Pedsim"
370676,"Pedobesia solieri","Pedsol"
195898,"Peganum","Peganum"
112628,"Peganum harmala","Peghar"
195903,"Pelargonium","Pelargonium"
968731,"Pelargonium capitatum","Pelcap"
972682,"Pelargonium grandiflorum","Pelgra"
112631,"Pelargonium graveolens","Pelgra2"
112633,"Pelargonium inquinans","Pelinq"
112634,"Pelargonium peltatum","Pelpel"
1013355,"Pelargonium radens","Pelrad"
112637,"Pelargonium x hybridum","Pelxhyb"
639061,"Pelargonium zonale","Pelzon"
433853,"Pelekium","Pelekium"
434422,"Pelekium minutulum","Pelmin"
195914,"Pellia","Pellia"
6267,"Pellia epiphylla","Pelepi"
6269,"Pellia epiphylla subsp. borealis","Pelepibor"
6270,"Pellia epiphylla subsp. epiphylla","Pelepiepi"
6271,"Pellia neesiana","Pelnee"
188420,"Pelliaceae","Pelliaceae"
658459,"Pelliales","PelHe-"
195922,"Peltaria","Peltaria"
112645,"Peltaria alliacea","Pelall"
195928,"Peltolepis","Peltolepis"
6175,"Peltolepis quadrata","Pelqua"
646932,"Peniaceae","Peniaceae"
358367,"Penicillus","Penicillus"
380791,"Penicillus capitatus","Pencap"
195934,"Penium","Penium"
74466,"Penium cylindrus","Pencyl"
651107,"Penium cylindrus var. attenuatum","Pencylatt"
74467,"Penium exiguum","Penexi"
999317,"Penium libellula","Penlib"
74468,"Penium margaritaceum","Penmar"
651108,"Penium minutissimum var. gracile","Penmingra"
74472,"Penium polymorphum","Penpol"
74476,"Penium spirostriolatum","Penspi"
932090,"Penstemon","Penstemon"
1019591,"Penstemon barbatus","Penbar"
112684,"Penstemon x hybridus","Penxhyb"
195938,"Pentaglottis","Pentaglottis"
112669,"Pentaglottis sempervirens","Pensem"
715554,"Pentzia","Pentzia"
717830,"Pentzia suffruticosa","Pensuf"
920223,"Pentziinae","Pentziinae"
354266,"Percursaria","Percursaria"
369997,"Percursaria percursa","Perper"
606961,"Perideridia","Perideridia"
610861,"Perideridia americana","Perame"
610860,"Perideridia gairdneri","Pergai"
