"CD_REF";"LB_NOM";"NOM_VERN";"FAMILLE";"GF"
733577;"Couratari oblongifolia";"";"Lecythidaceae";"P"
852660;"Couratari oligantha";"";"Lecythidaceae";"Q"
733578;"Couratari stellata";"";"Lecythidaceae";"P"
852589;"Couroupiteae";"";"Lecythidaceae";"C"
445727;"Couroupita";"";"Lecythidaceae";"C"
447275;"Couroupita guianensis";"Arbre à boulets de canon";"Lecythidaceae";"C"
852588;"Griadeae";"";"Lecythidaceae";"P"
628026;"Gustavia";"";"Lecythidaceae";"P"
629796;"Gustavia augusta";"";"Lecythidaceae";"P"
733596;"Gustavia hexapetala";"";"Lecythidaceae";"P"
852586;"Lecythideae";"";"Lecythidaceae";"P"
628024;"Bertholletia";"";"Lecythidaceae";"C"
629163;"Bertholletia excelsa";"Noyer du Brésil";"Lecythidaceae";"C"
731114;"Corythophora";"";"Lecythidaceae";"P"
733571;"Corythophora amapaensis";"";"Lecythidaceae";"S"
852598;"Corythophora labriculata";"";"Lecythidaceae";"S"
733572;"Corythophora rimosa";"";"Lecythidaceae";"P"
740667;"Corythophora rimosa subsp. rubra";"";"Lecythidaceae";"S"
628025;"Eschweilera";"";"Lecythidaceae";"P"
733579;"Eschweilera alata";"";"Lecythidaceae";"S"
733580;"Eschweilera apiculata";"";"Lecythidaceae";"P"
733581;"Eschweilera chartaceifolia";"";"Lecythidaceae";"P"
733582;"Eschweilera collina";"";"Lecythidaceae";"P"
733584;"Eschweilera coriacea";"";"Lecythidaceae";"P"
733585;"Eschweilera decolorans";"";"Lecythidaceae";"P"
629675;"Eschweilera grandiflora";"";"Lecythidaceae";"P"
733586;"Eschweilera laevicarpa";"";"Lecythidaceae";"P"
733587;"Eschweilera micrantha";"";"Lecythidaceae";"P"
733588;"Eschweilera parviflora";"";"Lecythidaceae";"P"
733589;"Eschweilera pedicellata";"";"Lecythidaceae";"P"
733590;"Eschweilera piresii";"";"Lecythidaceae";"P"
740669;"Eschweilera piresii subsp. viridipetala";"";"Lecythidaceae";"E"
733591;"Eschweilera sagotiana";"";"Lecythidaceae";"S"
733593;"Eschweilera squamata";"";"Lecythidaceae";"E"
733594;"Eschweilera subglandulosa";"";"Lecythidaceae";"P"
733595;"Eschweilera wachenheimii";"";"Lecythidaceae";"P"
445728;"Lecythis";"";"Lecythidaceae";"P"
852599;"Eschweilera praeclara";"";"Lecythidaceae";"D"
733597;"Lecythis alutacea";"";"Lecythidaceae";"Q"
733598;"Lecythis chartacea";"";"Lecythidaceae";"P"
733599;"Lecythis confertiflora";"";"Lecythidaceae";"P"
766913;"Lecythis congestiflora";"";"Lecythidaceae";"S"
733600;"Lecythis corrugata";"";"Lecythidaceae";"P"
740671;"Lecythis corrugata subsp. corrugata";"";"Lecythidaceae";"P"
733601;"Lecythis holcogyne";"";"Lecythidaceae";"S"
733602;"Lecythis idatimon";"";"Lecythidaceae";"P"
852593;"Lecythis sect. Corrugata";"";"Lecythidaceae";"P"
852596;"Lecythis sect. Lecythis";"";"Lecythidaceae";"P"
852594;"Lecythis sect. Pisonis";"";"Lecythidaceae";"P"
852595;"Lecythis sect. Poiteaui";"";"Lecythidaceae";"P"
733603;"Lecythis persistens";"";"Lecythidaceae";"S"
740674;"Lecythis persistens subsp. persistens";"";"Lecythidaceae";"S"
740672;"Lecythis persistens subsp. aurantiaca";"";"Lecythidaceae";"E"
733604;"Lecythis pneumatophora";"";"Lecythidaceae";"E"
733605;"Lecythis poiteaui";"";"Lecythidaceae";"P"
766942;"Lecythis simiorum";"";"Lecythidaceae";"S"
447276;"Lecythis zabucajo";"";"Lecythidaceae";"P"
598184;"Marcgraviaceae";"";"Marcgraviaceae";"P"
907542;"Marcgravioideae";"";"Marcgraviaceae";"P"
628046;"Marcgravia";"";"Marcgraviaceae";"P"
734056;"Marcgravia coriacea";"";"Marcgraviaceae";"P"
734057;"Marcgravia magnibracteata";"";"Marcgraviaceae";"S"
734058;"Marcgravia maguirei";"";"Marcgraviaceae";"Q"
734059;"Marcgravia pedunculosa";"";"Marcgraviaceae";"P"
734060;"Marcgravia purpurea";"";"Marcgraviaceae";"P"
735470;"Marcgravia sororopaniana";"";"Marcgraviaceae";"Q"
630097;"Marcgravia trinitatis";"Faux josé";"Marcgraviaceae";"A"
630098;"Marcgravia umbellata";"";"Marcgraviaceae";"A"
907543;"Noranteoideae";"";"Marcgraviaceae";"P"
730664;"Marcgraviastrum";"";"Marcgraviaceae";"P"
734061;"Marcgraviastrum pendulum";"";"Marcgraviaceae";"S"
628047;"Norantea";"";"Marcgraviaceae";"P"
630226;"Norantea guianensis";"";"Marcgraviaceae";"P"
740711;"Norantea guianensis subsp. guianensis";"";"Marcgraviaceae";"P"
630620;"Schwartzia spiciflora";"";"Marcgraviaceae";"A"
730665;"Souroubea";"";"Marcgraviaceae";"P"
734062;"Souroubea guianensis";"";"Marcgraviaceae";"P"
740713;"Souroubea guianensis subsp. guianensis";"";"Marcgraviaceae";"S"
598186;"Pentaphylacaceae";"";"Pentaphylacaceae";"P"
629751;"Freziera cordata";"Goyavier montagne, Bois d’épice";"Pentaphylacaceae";"A"
629752;"Freziera undulata";"";"Pentaphylacaceae";"A"
901277;"Ternstroemieae";"";"Pentaphylacaceae";"P"
628240;"Ternstroemia";"";"Pentaphylacaceae";"P"
735524;"Ternstroemia browniana";"";"Pentaphylacaceae";"Q"
901010;"Ternstroemia corymbosa";"";"Pentaphylacaceae";"P"
735525;"Ternstroemia dehiscens";"";"Pentaphylacaceae";"Q"
735209;"Ternstroemia delicatula";"";"Pentaphylacaceae";"P"
761750;"Ternstroemia dentata";"";"Pentaphylacaceae";"P"
630786;"Ternstroemia oligostemon";"Bois l'épreuve";"Pentaphylacaceae";"A"
735210;"Ternstroemia punctata";"";"Pentaphylacaceae";"P"
187383;"Primulaceae";"Primulacées";"Primulaceae";"P"
674427;"Maesa jaffrei";"";"Primulaceae";"A"
673247;"Maesa novocaledonica";"";"Primulaceae";"A"
838864;"Myrsinoideae";"Myrsinoïdées";"Primulaceae";"P"
445819;"Ardisia";"Ardisie";"Primulaceae";"P"
447372;"Ardisia elliptica";"Ardisie elliptique";"Primulaceae";"A"
734351;"Ardisia guianensis";"";"Primulaceae";"P"
735484;"Ardisia semicrenata";"";"Primulaceae";"Q"
705915;"Badula barthesia";"Bois de savon, Bois de pintade, Bois de pintade rouge";"Primulaceae";"A"
705916;"Badula borbonica";"Badule de Bourbon, Bois de savon, Bois de chandelle marron, Bois de pintade des hauts";"Primulaceae";"A"
707188;"Badula borbonica var. borbonica";"Bois de savon, Bois de chandelle marron, Bois de pintade des hauts";"Primulaceae";"A"
707131;"Badula borbonica var. macrophylla";"Bois de savon, Bois de chandelle marron, Bois de pintade des hauts";"Primulaceae";"A"
705917;"Badula crassa";"Badule épaisse";"Primulaceae";"A"
705918;"Badula decumbens";"Badule décombante";"Primulaceae";"A"
705919;"Badula fragilis";"Badule fragile";"Primulaceae";"A"
705920;"Badula grammisticta";"Bois de jaque marron";"Primulaceae";"A"
705921;"Badula nitida";"Badule brillante, Bois de savon, Bois de pintade";"Primulaceae";"A"
705922;"Badula ovalifolia";"Badule à feuilles ovales";"Primulaceae";"A"
628080;"Cybianthus";"";"Primulaceae";"P"
734352;"Cybianthus amplus";"";"Primulaceae";"P"
847555;"Cybianthus apiculatus";"";"Primulaceae";"D"
629501;"Cybianthus dussii";"Caca-ravet";"Primulaceae";"A"
734353;"Cybianthus fulvopulverulentus";"";"Primulaceae";"P"
740750;"Cybianthus fulvopulverulentus subsp. magnoliifolius";"";"Primulaceae";"P"
735485;"Cybianthus fuscus";"";"Primulaceae";"D"
734354;"Cybianthus gardneri";"";"Primulaceae";"Q"
847543;"Cybianthus gracillimus";"";"Primulaceae";"Q"
734355;"Cybianthus grandifolius";"";"Primulaceae";"Q"
734356;"Cybianthus guyanensis";"";"Primulaceae";"P"
740753;"Cybianthus guyanensis subsp. guyanensis";"";"Primulaceae";"P"
740754;"Cybianthus guyanensis subsp. multipunctatus";"";"Primulaceae";"S"
740756;"Cybianthus guyanensis subsp. pseudoicacoreus";"";"Primulaceae";"D"
847487;"Cybianthus subg. Conomorpha";"";"Primulaceae";"P"
847489;"Cybianthus subg. Cybianthus";"";"Primulaceae";"P"
847501;"Cybianthus subg. Grammadenia";"";"Primulaceae";"Q"
847492;"Cybianthus subg. Laxiflorus";"";"Primulaceae";"P"
847490;"Cybianthus subg. Weigeltia";"";"Primulaceae";"P"
847557;"Cybianthus laurifolius";"";"Primulaceae";"D"
734357;"Cybianthus leprieurii";"";"Primulaceae";"E"
955237;"Cybianthus lineatus";"";"Primulaceae";"Q"
734358;"Cybianthus microbotrys";"";"Primulaceae";"S"
734360;"Cybianthus prevostiae";"";"Primulaceae";"E"
734361;"Cybianthus prieurii";"";"Primulaceae";"P"
779663;"Cybianthus resinosus";"";"Primulaceae";"D"
629503;"Cybianthus rostratus";"Bois-chique, Café marron";"Primulaceae";"A"
734362;"Cybianthus surinamensis";"";"Primulaceae";"P"
734363;"Cybianthus venezuelanus";"";"Primulaceae";"D"
706247;"Embelia angustifolia";"Embélie à feuilles étroites, Liane savon, Bout aigre, Liane poilly, Queue aigre";"Primulaceae";"A"
807326;"Embelia comorensis";"";"Primulaceae";"A"
706248;"Embelia demissa";"";"Primulaceae";"A"
706249;"Embelia micrantha";"Embélie à petites fleurs";"Primulaceae";"A"
446659;"Lysimachia rapensis";"";"Primulaceae";"A"
672674;"Mangenotiella";"";"Primulaceae";"A"
834951;"Mangenotiella stellata";"";"Primulaceae";"A"
445820;"Myrsine";"";"Primulaceae";"P"
447373;"Myrsine adamsonii";"";"Primulaceae";"A"
671915;"Myrsine albiflorens";"";"Primulaceae";"A"
447374;"Myrsine andersonii";"";"Primulaceae";"A"
671917;"Myrsine arborea";"";"Primulaceae";"A"
672316;"Myrsine asymmetrica";"";"Primulaceae";"A"
674199;"Myrsine asymmetrica subsp. asymmetrica";"";"Primulaceae";"A"
673832;"Myrsine asymmetrica subsp. magnifolia";"";"Primulaceae";"A"
674227;"Myrsine asymmetrica subsp. paniensis";"";"Primulaceae";"A"
673833;"Myrsine asymmetrica subsp. parvifolia";"";"Primulaceae";"A"
671918;"Myrsine belepensis";"";"Primulaceae";"A"
809743;"Myrsine boivinii";"";"Primulaceae";"A"
671919;"Myrsine boulindaensis";"";"Primulaceae";"A"
447375;"Myrsine brownii";"";"Primulaceae";"A"
671920;"Myrsine citrifolia";"";"Primulaceae";"A"
447376;"Myrsine collina";"";"Primulaceae";"A"
809744;"Myrsine comorensis";"";"Primulaceae";"A"
639007;"Myrsine coriacea";"";"Primulaceae";"A"
671921;"Myrsine diminuta";"";"Primulaceae";"A"
671922;"Myrsine discocarpa";"";"Primulaceae";"A"
672097;"Myrsine dumbeaensis";"";"Primulaceae";"A"
447377;"Myrsine falcata";"";"Primulaceae";"A"
447378;"Myrsine fasciculata";"";"Primulaceae";"A"
447379;"Myrsine fusca";"";"Primulaceae";"A"
447380;"Myrsine gracilissima";"";"Primulaceae";"A"
671923;"Myrsine grandifolia";"";"Primulaceae";"A"
447381;"Myrsine grantii";"";"Primulaceae";"A"
448680;"Myrsine grantii var. grantii";"";"Primulaceae";"A"
448681;"Myrsine grantii var. toviiensis";"";"Primulaceae";"A"
734364;"Myrsine guianensis";"";"Primulaceae";"P"
447382;"Myrsine hartii";"";"Primulaceae";"A"
671924;"Myrsine humboldtensis";"";"Primulaceae";"A"
671925;"Myrsine katrikouensis";"";"Primulaceae";"A"
671926;"Myrsine koghiensis";"";"Primulaceae";"A"
672098;"Myrsine kuebiniensis";"";"Primulaceae";"A"
672317;"Myrsine lanceolata";"";"Primulaceae";"A"
674200;"Myrsine lanceolata subsp. lanceolata";"";"Primulaceae";"A"
673834;"Myrsine lanceolata subsp. ouenarouensis";"";"Primulaceae";"A"
671927;"Myrsine lecardii";"";"Primulaceae";"A"
447384;"Myrsine longifolia";"";"Primulaceae";"A"
672318;"Myrsine macrophylla";"";"Primulaceae";"A"
674201;"Myrsine macrophylla subsp. macrophylla";"";"Primulaceae";"A"
674187;"Myrsine macrophylla subsp. menaziensis";"";"Primulaceae";"A"
671928;"Myrsine mcphersonii";"";"Primulaceae";"A"
671929;"Myrsine memaoyaensis";"";"Primulaceae";"A"
674188;"Myrsine modesta subsp. coriaria";"";"Primulaceae";"A"
674189;"Myrsine modesta subsp. tiebaghiensis";"";"Primulaceae";"A"
671930;"Myrsine munzingeri";"";"Primulaceae";"A"
447385;"Myrsine niauensis";"";"Primulaceae";"A"
672320;"Myrsine nigricans";"";"Primulaceae";"A"
674203;"Myrsine nigricans subsp. nigricans";"";"Primulaceae";"A"
674190;"Myrsine nigricans subsp. ouinensis";"";"Primulaceae";"A"
672099;"Myrsine nitens";"";"Primulaceae";"A"
672321;"Myrsine novocaledonica";"";"Primulaceae";"A"
674204;"Myrsine novocaledonica subsp. novocaledonica";"";"Primulaceae";"A"
674484;"Myrsine novocaledonica subsp. balabioensis";"";"Primulaceae";"A"
674191;"Myrsine novocaledonica subsp. boulindaensis";"";"Primulaceae";"A"
674192;"Myrsine novocaledonica subsp. kaalaensis";"";"Primulaceae";"A"
674193;"Myrsine novocaledonica subsp. mueoensis";"";"Primulaceae";"A"
674194;"Myrsine novocaledonica subsp. piroguensis";"";"Primulaceae";"A"
447386;"Myrsine nukuhivensis";"";"Primulaceae";"A"
672322;"Myrsine oblanceolata";"";"Primulaceae";"A"
674205;"Myrsine oblanceolata subsp. oblanceolata";"";"Primulaceae";"A"
674195;"Myrsine oblanceolata subsp. doensis";"";"Primulaceae";"A"
671931;"Myrsine obovalifolia";"";"Primulaceae";"A"
447387;"Myrsine obovata";"";"Primulaceae";"A"
447388;"Myrsine orohenensis";"";"Primulaceae";"A"
671932;"Myrsine ouameniensis";"";"Primulaceae";"A"
672483;"Myrsine ouazangouensis";"";"Primulaceae";"A"
447389;"Myrsine ovalis";"";"Primulaceae";"A"
448682;"Myrsine ovalis var. ovalis";"";"Primulaceae";"A"
448683;"Myrsine ovalis var. wilderi";"";"Primulaceae";"A"
672100;"Myrsine ovicarpa";"";"Primulaceae";"A"
671933;"Myrsine paniensis";"";"Primulaceae";"A"
672323;"Myrsine parvicarpa";"";"Primulaceae";"A"
674206;"Myrsine parvicarpa subsp. parvicarpa";"";"Primulaceae";"A"
674196;"Myrsine parvicarpa subsp. amossensis";"";"Primulaceae";"A"
674197;"Myrsine parvicarpa subsp. pachyphylla";"";"Primulaceae";"A"
671791;"Myrsine poumensis";"";"Primulaceae";"A"
671792;"Myrsine pronyensis";"";"Primulaceae";"A"
447390;"Myrsine raiateensis";"";"Primulaceae";"A"
447391;"Myrsine rapensis";"";"Primulaceae";"A"
630210;"Myrsine rolletii";"";"Primulaceae";"A"
447392;"Myrsine ronuiensis";"";"Primulaceae";"A"
672409;"Myrsine spissifolia";"";"Primulaceae";"A"
672101;"Myrsine stenophylla";"";"Primulaceae";"A"
447393;"Myrsine tahuatensis";"";"Primulaceae";"A"
447394;"Myrsine taitensis";"";"Primulaceae";"A"
671793;"Myrsine taomensis";"";"Primulaceae";"A"
671794;"Myrsine tchingouensis";"";"Primulaceae";"A"
630211;"Myrsine trinitatis";"";"Primulaceae";"A"
672324;"Myrsine verrucosa";"";"Primulaceae";"A"
674207;"Myrsine verrucosa subsp. verrucosa";"";"Primulaceae";"A"
674198;"Myrsine verrucosa subsp. microphylla";"";"Primulaceae";"A"
447395;"Myrsine vescoi";"";"Primulaceae";"A"
671795;"Myrsine yateensis";"";"Primulaceae";"A"
807443;"Oncostemum racemiferum";"";"Primulaceae";"A"
628082;"Stylogyne";"";"Primulaceae";"P"
630751;"Stylogyne canaliculata";"";"Primulaceae";"A"
734365;"Stylogyne depauperata";"";"Primulaceae";"Q"
734366;"Stylogyne incognita";"";"Primulaceae";"E"
630752;"Stylogyne lateriflora";"Abricot grand feuille, Aralie-z’abricot, Araliz abricot, Bois de l’eau grand bois, Bois-ti graines";"Primulaceae";"A"
734368;"Stylogyne micrantha";"";"Primulaceae";"Q"
734369;"Stylogyne orinocensis";"";"Primulaceae";"P"
834952;"Tapeinosperma amieuense";"";"Primulaceae";"A"
673248;"Tapeinosperma amosense";"";"Primulaceae";"A"
673249;"Tapeinosperma amplexicaule";"";"Primulaceae";"A"
673250;"Tapeinosperma aragoense";"";"Primulaceae";"A"
834953;"Tapeinosperma ateouense";"";"Primulaceae";"A"
834954;"Tapeinosperma boulindaense";"";"Primulaceae";"A"
834955;"Tapeinosperma brevipedicellatum";"";"Primulaceae";"A"
674032;"Tapeinosperma campanula";"";"Primulaceae";"A"
674426;"Tapeinosperma canalense";"";"Primulaceae";"A"
674033;"Tapeinosperma colnettianum";"";"Primulaceae";"A"
673252;"Tapeinosperma deflexum";"";"Primulaceae";"A"
834956;"Tapeinosperma deroinii";"";"Primulaceae";"A"
673253;"Tapeinosperma ellipticum";"";"Primulaceae";"A"
674034;"Tapeinosperma glandulosum";"";"Primulaceae";"A"
834957;"Tapeinosperma golonense";"";"Primulaceae";"A"
673254;"Tapeinosperma gracile";"";"Primulaceae";"A"
673255;"Tapeinosperma grandiflorum";"";"Primulaceae";"A"
834958;"Tapeinosperma kaalaense";"";"Primulaceae";"A"
673256;"Tapeinosperma koghiense";"";"Primulaceae";"A"
674035;"Tapeinosperma laeve";"";"Primulaceae";"A"
673257;"Tapeinosperma laurifolium";"";"Primulaceae";"A"
674036;"Tapeinosperma lenormandii";"";"Primulaceae";"A"
834959;"Tapeinosperma mackeei";"";"Primulaceae";"A"
673259;"Tapeinosperma minutum";"";"Primulaceae";"A"
674037;"Tapeinosperma nectandroides";"";"Primulaceae";"A"
673261;"Tapeinosperma nitidum";"";"Primulaceae";"A"
673262;"Tapeinosperma oblongifolium";"";"Primulaceae";"A"
674038;"Tapeinosperma pancheri";"";"Primulaceae";"A"
834962;"Tapeinosperma paniense";"";"Primulaceae";"A"
673263;"Tapeinosperma pauciflorum";"";"Primulaceae";"A"
834965;"Tapeinosperma poueboense";"";"Primulaceae";"A"
830261;"Tapeinosperma psaladense";"";"Primulaceae";"A"
830277;"Tapeinosperma psaladense f. salignum";"";"Primulaceae";"A"
830276;"Tapeinosperma psaladense f. psaladense";"";"Primulaceae";"A"
674039;"Tapeinosperma pulchellum";"";"Primulaceae";"A"
673266;"Tapeinosperma robustum";"";"Primulaceae";"A"
673267;"Tapeinosperma rubidum";"";"Primulaceae";"A"
673268;"Tapeinosperma rubriscapum";"";"Primulaceae";"A"
674385;"Tapeinosperma sessilifolium";"";"Primulaceae";"A"
674530;"Tapeinosperma sessilifolium var. sessilifolium";"";"Primulaceae";"A"
834960;"Tapeinosperma sessilifolium var. calcicolum";"";"Primulaceae";"A"
834961;"Tapeinosperma sessilifolium var. ouazangouense";"";"Primulaceae";"A"
673269;"Tapeinosperma squarrosum";"";"Primulaceae";"A"
834963;"Tapeinosperma storezii";"";"Primulaceae";"A"
834945;"Tapeinosperma tchingouense";"";"Primulaceae";"A"
834947;"Tapeinosperma tchingouense var. tchingouense";"";"Primulaceae";"A"
834948;"Tapeinosperma tchingouense var. longipetiolatum";"";"Primulaceae";"A"
674041;"Tapeinosperma tenue";"";"Primulaceae";"A"
834964;"Tapeinosperma veillonii";"";"Primulaceae";"A"
673270;"Tapeinosperma vestitum";"";"Primulaceae";"A"
673271;"Tapeinosperma vieillardii";"";"Primulaceae";"A"
673419;"Tapeinosperma wagapense";"";"Primulaceae";"A"
673420;"Tapeinosperma whitei";"";"Primulaceae";"A"
630896;"Wallenia lamarckiana";"";"Primulaceae";"A"
131371;"Androsace cylindrica subsp. cylindrica";"Androsace cylindrique";"Primulaceae";"A"
131372;"Androsace cylindrica subsp. hirtella";"Androsace un peu hérissée";"Primulaceae";"A"
1017918;"Androsace vesulensis";"Androsace du monte Viso";"Primulaceae";"A"
115833;"Primula allionii";"Primevère d'Allioni";"Primulaceae";"A"
124144;"Soldanella villosa";"Soldanelle velue, Grande soldanelle";"Primulaceae";"A"
838861;"Theophrastoideae";"Théophrastoïdées";"Primulaceae";"P"
628241;"Clavija";"";"Primulaceae";"P"
735212;"Clavija lancifolia";"";"Primulaceae";"P"
740845;"Clavija lancifolia subsp. lancifolia";"";"Primulaceae";"S"
740842;"Clavija lancifolia subsp. chermontiana";"";"Primulaceae";"P"
629957;"Jacquinia armillaris";"";"Primulaceae";"A"
187389;"Sapotaceae";"Sapotacées";"Sapotaceae";"P"
1015698;"Chrysophylloideae";"";"Sapotaceae";"P"
731199;"Aubletella";"";"Sapotaceae";"P"
731539;"Aubletella macoucou";"";"Sapotaceae";"P"
673565;"Beccariella brevipedicellata";"";"Sapotaceae";"A"
445994;"Chrysophyllum";"Jacquinie, Chrysophylle, Chrysophyllum";"Sapotaceae";"P"
629334;"Chrysophyllum argenteum";"";"Sapotaceae";"P"
1015876;"Chrysophyllum argenteum subsp. argenteum";"";"Sapotaceae";"Q"
740801;"Chrysophyllum argenteum subsp. auratum";"";"Sapotaceae";"P"
740803;"Chrysophyllum argenteum subsp. nitidum";"";"Sapotaceae";"P"
447599;"Chrysophyllum cainito";"Pomme-étoile";"Sapotaceae";"M"
735041;"Chrysophyllum cuneifolium";"";"Sapotaceae";"P"
779653;"Chrysophyllum durifructum";"";"Sapotaceae";"S"
779654;"Chrysophyllum eximium";"";"Sapotaceae";"P"
1015943;"Chrysophyllum sect. Aneuchrysophyllum";"";"Sapotaceae";"P"
1015875;"Chrysophyllum sect. Chrysophyllum";"";"Sapotaceae";"P"
1015912;"Chrysophyllum sect. Prieurella";"";"Sapotaceae";"P"
1015906;"Chrysophyllum sect. Ragala";"";"Sapotaceae";"P"
1015877;"Chrysophyllum sect. Villocuspis";"";"Sapotaceae";"P"
735042;"Chrysophyllum lucentifolium";"";"Sapotaceae";"P"
740805;"Chrysophyllum lucentifolium subsp. pachycarpum";"";"Sapotaceae";"P"
779655;"Chrysophyllum manaosense";"";"Sapotaceae";"P"
735043;"Chrysophyllum pomiferum";"";"Sapotaceae";"P"
735044;"Chrysophyllum prieurii";"";"Sapotaceae";"P"
735045;"Chrysophyllum sanguinolentum";"";"Sapotaceae";"P"
740806;"Chrysophyllum sanguinolentum subsp. sanguinolentum";"";"Sapotaceae";"P"
735046;"Chrysophyllum sparsiflorum";"";"Sapotaceae";"P"
735047;"Chrysophyllum venezuelanense";"";"Sapotaceae";"P"
730821;"Diploon";"";"Sapotaceae";"P"
735048;"Diploon cuspidatum";"";"Sapotaceae";"P"
730822;"Ecclinusa";"";"Sapotaceae";"P"
735517;"Ecclinusa dumetorum";"";"Sapotaceae";"P"
735049;"Ecclinusa guianensis";"";"Sapotaceae";"P"
735050;"Ecclinusa lanceolata";"";"Sapotaceae";"P"
735051;"Ecclinusa ramiflora";"";"Sapotaceae";"P"
779633;"Elaeoluma";"";"Sapotaceae";"P"
779669;"Elaeoluma nuda";"";"Sapotaceae";"P"
628222;"Micropholis";"";"Sapotaceae";"P"
735054;"Micropholis acutangula";"";"Sapotaceae";"P"
735055;"Micropholis cayennensis";"";"Sapotaceae";"P"
735056;"Micropholis egensis";"";"Sapotaceae";"P"
630162;"Micropholis guyanensis";"";"Sapotaceae";"P"
740815;"Micropholis guyanensis subsp. guyanensis";"";"Sapotaceae";"P"
740813;"Micropholis guyanensis subsp. duckeana";"";"Sapotaceae";"P"
735057;"Micropholis longipedicellata";"";"Sapotaceae";"P"
735058;"Micropholis melinoniana";"";"Sapotaceae";"P"
735059;"Micropholis mensalis";"";"Sapotaceae";"P"
735060;"Micropholis obscura";"";"Sapotaceae";"P"
735061;"Micropholis porphyrocarpa";"";"Sapotaceae";"P"
735062;"Micropholis sanctae-rosae";"";"Sapotaceae";"P"
735063;"Micropholis splendens";"";"Sapotaceae";"P"
735064;"Micropholis submarginalis";"";"Sapotaceae";"P"
779693;"Micropholis trunciflora";"";"Sapotaceae";"P"
735065;"Micropholis venulosa";"";"Sapotaceae";"P"
674209;"Pichonia balansae";"";"Sapotaceae";"A"
673573;"Pichonia balansana";"";"Sapotaceae";"A"
674230;"Pichonia daenikeri";"";"Sapotaceae";"A"
674210;"Pichonia deplanchei";"";"Sapotaceae";"A"
674208;"Pichonia dubia";"";"Sapotaceae";"A"
674211;"Pichonia grandiflora";"";"Sapotaceae";"A"
673703;"Pichonia lecomtei";"";"Sapotaceae";"A"
921613;"Pichonia munzingeri";"";"Sapotaceae";"A"
673574;"Planchonella amieuana";"";"Sapotaceae";"A"
674442;"Planchonella baillonii";"";"Sapotaceae";"A"
674074;"Planchonella cauliflora";"";"Sapotaceae";"A"
674414;"Planchonella cinerea";"";"Sapotaceae";"A"
673575;"Planchonella contermina";"";"Sapotaceae";"A"
